datalink b 
=========================================================================
                          Station B                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-005
Log file "datalink-B.log", TCP port 59144, debug mask 0x00
Station B is connecting station A (TCP port 59144) ... Done.
New epoch: Tue Dec 01 14:03:25 2009
=========================================================================
Designed by chenchen_07415_071419, build: Dec  1 2009  14:02:59

1.441 ** WARNING: System too busy, sleep 15 ms, but be awakened 163 ms later
721.915 .... 2640 packets received, 7494 bps, 93.68%, Err 60 (1.0e-005)
724.029 .... 2646 packets received, 7489 bps, 93.62%, Err 60 (1.0e-005)
726.154 .... 2653 packets received, 7487 bps, 93.59%, Err 60 (1.0e-005)
728.256 .... 2660 packets received, 7485 bps, 93.56%, Err 60 (1.0e-005)
730.634 .... 2667 packets received, 7480 bps, 93.51%, Err 60 (1.0e-005)
732.725 .... 2673 packets received, 7476 bps, 93.45%, Err 60 (1.0e-005)
734.836 .... 2679 packets received, 7471 bps, 93.39%, Err 60 (1.0e-005)
736.958 .... 2685 packets received, 7466 bps, 93.33%, Err 60 (1.0e-005)
739.336 .... 2693 packets received, 7464 bps, 93.30%, Err 60 (1.0e-005)
741.710 .... 2701 packets received, 7463 bps, 93.28%, Err 60 (1.0e-005)
743.813 .... 2707 packets received, 7458 bps, 93.23%, Err 60 (1.0e-005)
745.926 .... 2713 packets received, 7453 bps, 93.17%, Err 60 (1.0e-005)
748.043 .... 2719 packets received, 7449 bps, 93.11%, Err 60 (1.0e-005)
750.155 .... 2726 packets received, 7447 bps, 93.09%, Err 60 (1.0e-005)
752.263 .... 2733 packets received, 7445 bps, 93.06%, Err 60 (1.0e-005)
754.384 .... 2740 packets received, 7443 bps, 93.04%, Err 60 (9.9e-006)
756.504 .... 2746 packets received, 7438 bps, 92.98%, Err 60 (9.9e-006)
758.618 .... 2752 packets received, 7434 bps, 92.92%, Err 60 (9.9e-006)
760.725 .... 2758 packets received, 7429 bps, 92.87%, Err 60 (9.9e-006)
763.887 .... 2764 packets received, 7415 bps, 92.69%, Err 61 (1.0e-005)
765.998 .... 2774 packets received, 7421 bps, 92.76%, Err 61 (1.0e-005)
768.108 .... 2782 packets received, 7422 bps, 92.78%, Err 61 (9.9e-006)
770.479 .... 2787 packets received, 7413 bps, 92.66%, Err 62 (1.0e-005)
772.628 .... 2798 packets received, 7421 bps, 92.76%, Err 62 (1.0e-005)
774.709 .... 2806 packets received, 7422 bps, 92.78%, Err 63 (1.0e-005)
776.835 .... 2813 packets received, 7420 bps, 92.76%, Err 63 (1.0e-005)
778.934 .... 2821 packets received, 7421 bps, 92.77%, Err 64 (1.0e-005)
781.054 .... 2828 packets received, 7420 bps, 92.75%, Err 64 (1.0e-005)
783.166 .... 2836 packets received, 7421 bps, 92.76%, Err 64 (1.0e-005)
785.264 .... 2844 packets received, 7422 bps, 92.77%, Err 64 (1.0e-005)
787.387 .... 2852 packets received, 7422 bps, 92.78%, Err 64 (1.0e-005)
790.552 .... 2860 packets received, 7413 bps, 92.67%, Err 65 (1.0e-005)
792.695 .... 2871 packets received, 7422 bps, 92.77%, Err 65 (1.0e-005)
794.761 .... 2879 packets received, 7423 bps, 92.79%, Err 65 (1.0e-005)
797.683 .... 2886 packets received, 7414 bps, 92.67%, Err 66 (1.0e-005)
799.779 .... 2897 packets received, 7423 bps, 92.78%, Err 66 (1.0e-005)
801.934 .... 2905 packets received, 7423 bps, 92.79%, Err 66 (1.0e-005)
804.012 .... 2913 packets received, 7424 bps, 92.80%, Err 66 (1.0e-005)
806.122 .... 2921 packets received, 7425 bps, 92.82%, Err 67 (1.0e-005)
809.310 .... 2925 packets received, 7406 bps, 92.58%, Err 69 (1.1e-005)
811.433 .... 2938 packets received, 7420 bps, 92.74%, Err 69 (1.1e-005)
813.514 .... 2946 packets received, 7421 bps, 92.76%, Err 69 (1.1e-005)
815.648 .... 2954 packets received, 7421 bps, 92.77%, Err 69 (1.1e-005)
817.749 .... 2961 packets received, 7420 bps, 92.75%, Err 70 (1.1e-005)
819.884 .... 2969 packets received, 7420 bps, 92.76%, Err 70 (1.1e-005)
821.967 .... 2977 packets received, 7422 bps, 92.77%, Err 70 (1.1e-005)
824.100 .... 2985 packets received, 7422 bps, 92.78%, Err 70 (1.1e-005)
825.066 ** WARNING: System too busy, sleep 15 ms, but be awakened 105 ms later
826.214 .... 2993 packets received, 7423 bps, 92.79%, Err 70 (1.1e-005)
828.332 .... 3001 packets received, 7424 bps, 92.80%, Err 70 (1.1e-005)
830.420 .... 3009 packets received, 7425 bps, 92.81%, Err 70 (1.1e-005)
832.574 .... 3017 packets received, 7425 bps, 92.82%, Err 70 (1.1e-005)
834.669 .... 3025 packets received, 7426 bps, 92.83%, Err 70 (1.0e-005)
836.777 .... 3033 packets received, 7427 bps, 92.84%, Err 70 (1.0e-005)
838.901 .... 3041 packets received, 7428 bps, 92.85%, Err 70 (1.0e-005)
841.830 .... 3047 packets received, 7417 bps, 92.71%, Err 72 (1.1e-005)
843.909 .... 3059 packets received, 7428 bps, 92.85%, Err 72 (1.1e-005)
846.052 .... 3067 packets received, 7428 bps, 92.85%, Err 73 (1.1e-005)
848.132 .... 3074 packets received, 7427 bps, 92.84%, Err 73 (1.1e-005)
850.257 .... 3082 packets received, 7428 bps, 92.84%, Err 73 (1.1e-005)
852.367 .... 3090 packets received, 7428 bps, 92.86%, Err 73 (1.1e-005)
854.487 .... 3098 packets received, 7429 bps, 92.86%, Err 73 (1.1e-005)
856.606 .... 3106 packets received, 7430 bps, 92.87%, Err 73 (1.1e-005)
858.723 .... 3114 packets received, 7431 bps, 92.88%, Err 73 (1.1e-005)
860.812 .... 3122 packets received, 7432 bps, 92.90%, Err 73 (1.1e-005)
862.941 .... 3130 packets received, 7432 bps, 92.90%, Err 73 (1.1e-005)
865.043 .... 3138 packets received, 7433 bps, 92.92%, Err 73 (1.1e-005)
867.164 .... 3146 packets received, 7434 bps, 92.92%, Err 73 (1.1e-005)
869.271 .... 3154 packets received, 7435 bps, 92.93%, Err 73 (1.0e-005)
871.374 .... 3162 packets received, 7436 bps, 92.95%, Err 73 (1.0e-005)
873.495 .... 3170 packets received, 7436 bps, 92.95%, Err 73 (1.0e-005)
875.620 .... 3178 packets received, 7437 bps, 92.96%, Err 73 (1.0e-005)
879.025 .... 3186 packets received, 7427 bps, 92.84%, Err 74 (1.1e-005)
881.152 .... 3198 packets received, 7437 bps, 92.96%, Err 74 (1.1e-005)
883.260 .... 3206 packets received, 7438 bps, 92.97%, Err 74 (1.0e-005)
885.382 .... 3214 packets received, 7438 bps, 92.98%, Err 74 (1.0e-005)
887.494 .... 3222 packets received, 7439 bps, 92.99%, Err 74 (1.0e-005)
889.609 .... 3230 packets received, 7440 bps, 93.00%, Err 74 (1.0e-005)
891.731 .... 3238 packets received, 7440 bps, 93.01%, Err 74 (1.0e-005)
893.828 .... 3246 packets received, 7441 bps, 93.02%, Err 74 (1.0e-005)
895.933 .... 3254 packets received, 7442 bps, 93.03%, Err 74 (1.0e-005)
898.083 .... 3262 packets received, 7443 bps, 93.03%, Err 74 (1.0e-005)
900.170 .... 3270 packets received, 7443 bps, 93.04%, Err 74 (1.0e-005)
902.273 .... 3278 packets received, 7444 bps, 93.05%, Err 74 (1.0e-005)
904.377 .... 3286 packets received, 7445 bps, 93.06%, Err 74 (1.0e-005)
906.483 .... 3294 packets received, 7446 bps, 93.07%, Err 74 (1.0e-005)
908.620 .... 3302 packets received, 7446 bps, 93.08%, Err 74 (1.0e-005)
910.727 .... 3310 packets received, 7447 bps, 93.09%, Err 74 (1.0e-005)
912.835 .... 3318 packets received, 7448 bps, 93.10%, Err 74 (1.0e-005)
914.940 .... 3326 packets received, 7449 bps, 93.11%, Err 74 (1.0e-005)
917.065 .... 3334 packets received, 7449 bps, 93.12%, Err 74 (1.0e-005)
919.170 .... 3342 packets received, 7450 bps, 93.13%, Err 74 (1.0e-005)
921.286 .... 3350 packets received, 7451 bps, 93.13%, Err 75 (1.0e-005)
923.400 .... 3358 packets received, 7451 bps, 93.14%, Err 75 (1.0e-005)
925.514 .... 3366 packets received, 7452 bps, 93.15%, Err 75 (1.0e-005)
927.618 .... 3374 packets received, 7453 bps, 93.16%, Err 75 (1.0e-005)
931.316 .... 3379 packets received, 7434 bps, 92.93%, Err 76 (1.0e-005)
933.696 .... 3389 packets received, 7437 bps, 92.97%, Err 77 (1.0e-005)
935.795 .... 3403 packets received, 7451 bps, 93.14%, Err 77 (1.0e-005)
937.920 .... 3411 packets received, 7452 bps, 93.15%, Err 77 (1.0e-005)
940.025 .... 3419 packets received, 7453 bps, 93.16%, Err 77 (1.0e-005)
942.162 .... 3427 packets received, 7453 bps, 93.16%, Err 78 (1.0e-005)
944.254 .... 3434 packets received, 7452 bps, 93.15%, Err 78 (1.0e-005)
946.373 .... 3442 packets received, 7452 bps, 93.15%, Err 78 (1.0e-005)
948.522 .... 3450 packets received, 7453 bps, 93.16%, Err 78 (1.0e-005)
950.582 .... 3458 packets received, 7454 bps, 93.17%, Err 78 (1.0e-005)
952.700 .... 3466 packets received, 7454 bps, 93.18%, Err 78 (1.0e-005)
954.809 .... 3474 packets received, 7455 bps, 93.19%, Err 78 (1.0e-005)
956.933 .... 3482 packets received, 7456 bps, 93.20%, Err 78 (1.0e-005)
959.041 .... 3490 packets received, 7456 bps, 93.20%, Err 78 (1.0e-005)
961.156 .... 3498 packets received, 7457 bps, 93.21%, Err 78 (1.0e-005)
963.263 .... 3506 packets received, 7458 bps, 93.22%, Err 78 (1.0e-005)
965.365 .... 3514 packets received, 7458 bps, 93.23%, Err 78 (1.0e-005)
967.484 .... 3522 packets received, 7459 bps, 93.24%, Err 78 (1.0e-005)
969.592 .... 3530 packets received, 7460 bps, 93.25%, Err 78 (1.0e-005)
971.703 .... 3538 packets received, 7460 bps, 93.25%, Err 78 (1.0e-005)
973.820 .... 3546 packets received, 7461 bps, 93.26%, Err 78 (1.0e-005)
975.919 .... 3554 packets received, 7462 bps, 93.27%, Err 78 (1.0e-005)
978.041 .... 3562 packets received, 7462 bps, 93.28%, Err 78 (1.0e-005)
981.201 .... 3570 packets received, 7455 bps, 93.19%, Err 79 (1.0e-005)
983.322 .... 3581 packets received, 7462 bps, 93.27%, Err 79 (1.0e-005)
985.494 .... 3589 packets received, 7462 bps, 93.27%, Err 79 (1.0e-005)
988.926 .... 3593 packets received, 7444 bps, 93.05%, Err 80 (1.0e-005)
991.503 .... 3609 packets received, 7458 bps, 93.23%, Err 80 (1.0e-005)
993.629 .... 3615 packets received, 7454 bps, 93.18%, Err 80 (1.0e-005)
995.716 .... 3621 packets received, 7451 bps, 93.14%, Err 80 (1.0e-005)
997.854 .... 3627 packets received, 7448 bps, 93.09%, Err 80 (1.0e-005)
1000.475 .... 3632 packets received, 7438 bps, 92.98%, Err 83 (1.0e-005)
1002.591 .... 3641 packets received, 7441 bps, 93.01%, Err 83 (1.0e-005)
1004.713 .... 3649 packets received, 7442 bps, 93.02%, Err 83 (1.0e-005)
1006.829 .... 3657 packets received, 7442 bps, 93.03%, Err 83 (1.0e-005)
1008.937 .... 3665 packets received, 7443 bps, 93.04%, Err 83 (1.0e-005)
1011.043 .... 3673 packets received, 7444 bps, 93.04%, Err 83 (1.0e-005)
1013.152 .... 3681 packets received, 7444 bps, 93.05%, Err 83 (1.0e-005)
1015.263 .... 3689 packets received, 7445 bps, 93.06%, Err 83 (1.0e-005)
1017.383 .... 3697 packets received, 7445 bps, 93.07%, Err 83 (1.0e-005)
1019.496 .... 3705 packets received, 7446 bps, 93.08%, Err 83 (1.0e-005)
1021.599 .... 3713 packets received, 7447 bps, 93.09%, Err 83 (1.0e-005)
1023.714 .... 3721 packets received, 7447 bps, 93.09%, Err 83 (1.0e-005)
1025.833 .... 3729 packets received, 7448 bps, 93.10%, Err 84 (1.0e-005)
1031.382 .... 3730 packets received, 7410 bps, 92.62%, Err 85 (1.0e-005)
1033.498 .... 3748 packets received, 7430 bps, 92.88%, Err 85 (1.0e-005)
1035.608 .... 3754 packets received, 7427 bps, 92.84%, Err 85 (1.0e-005)
1037.725 .... 3760 packets received, 7424 bps, 92.80%, Err 85 (1.0e-005)
1039.884 .... 3766 packets received, 7420 bps, 92.75%, Err 85 (1.0e-005)
1042.010 .... 3772 packets received, 7417 bps, 92.71%, Err 85 (1.0e-005)
1044.082 .... 3778 packets received, 7414 bps, 92.67%, Err 85 (1.0e-005)
1046.199 .... 3784 packets received, 7411 bps, 92.63%, Err 85 (1.0e-005)
1048.302 .... 3790 packets received, 7408 bps, 92.59%, Err 85 (1.0e-005)
1050.424 .... 3796 packets received, 7404 bps, 92.55%, Err 85 (1.0e-005)
1052.539 .... 3802 packets received, 7401 bps, 92.51%, Err 85 (1.0e-005)
1054.652 .... 3808 packets received, 7398 bps, 92.47%, Err 85 (1.0e-005)
1056.763 .... 3814 packets received, 7395 bps, 92.43%, Err 85 (1.0e-005)
1058.873 .... 3820 packets received, 7392 bps, 92.39%, Err 86 (1.0e-005)
1062.060 .... 3827 packets received, 7383 bps, 92.29%, Err 87 (1.0e-005)
1064.168 .... 3839 packets received, 7391 bps, 92.39%, Err 87 (1.0e-005)
1066.265 .... 3847 packets received, 7392 bps, 92.40%, Err 87 (1.0e-005)
1068.381 .... 3855 packets received, 7393 bps, 92.41%, Err 87 (1.0e-005)
1070.526 .... 3863 packets received, 7393 bps, 92.42%, Err 87 (1.0e-005)
1072.614 .... 3871 packets received, 7394 bps, 92.43%, Err 87 (1.0e-005)
1074.708 .... 3879 packets received, 7395 bps, 92.44%, Err 87 (1.0e-005)
1076.834 .... 3887 packets received, 7396 bps, 92.45%, Err 87 (1.0e-005)
1078.950 .... 3895 packets received, 7396 bps, 92.46%, Err 87 (1.0e-005)
1081.587 .... 3901 packets received, 7390 bps, 92.37%, Err 88 (1.0e-005)
1083.700 .... 3912 packets received, 7396 bps, 92.45%, Err 88 (1.0e-005)
1085.806 .... 3920 packets received, 7397 bps, 92.46%, Err 88 (1.0e-005)
1087.928 .... 3928 packets received, 7397 bps, 92.47%, Err 88 (1.0e-005)
1090.028 .... 3936 packets received, 7398 bps, 92.48%, Err 88 (1.0e-005)
1092.226 .... 3944 packets received, 7398 bps, 92.48%, Err 88 (1.0e-005)
1094.306 .... 3952 packets received, 7399 bps, 92.49%, Err 88 (1.0e-005)
1096.433 .... 3960 packets received, 7400 bps, 92.50%, Err 88 (1.0e-005)
1098.505 .... 3968 packets received, 7401 bps, 92.51%, Err 88 (1.0e-005)
1100.621 .... 3976 packets received, 7402 bps, 92.52%, Err 88 (1.0e-005)
1102.735 .... 3984 packets received, 7402 bps, 92.53%, Err 88 (1.0e-005)
1106.419 .... 3989 packets received, 7387 bps, 92.33%, Err 89 (1.0e-005)
1109.082 .... 4005 packets received, 7399 bps, 92.48%, Err 89 (1.0e-005)
1111.191 .... 4011 packets received, 7396 bps, 92.45%, Err 89 (1.0e-005)
1113.300 .... 4017 packets received, 7393 bps, 92.41%, Err 89 (1.0e-005)
1115.407 .... 4023 packets received, 7390 bps, 92.37%, Err 89 (1.0e-005)
1117.520 .... 4029 packets received, 7387 bps, 92.33%, Err 89 (1.0e-005)
1120.696 .... 4035 packets received, 7377 bps, 92.21%, Err 91 (1.0e-005)
1122.804 .... 4045 packets received, 7381 bps, 92.26%, Err 91 (1.0e-005)
1124.936 .... 4053 packets received, 7382 bps, 92.27%, Err 91 (1.0e-005)
1127.040 .... 4061 packets received, 7382 bps, 92.28%, Err 91 (1.0e-005)
1129.180 .... 4069 packets received, 7383 bps, 92.29%, Err 91 (1.0e-005)
1131.282 .... 4077 packets received, 7384 bps, 92.30%, Err 91 (1.0e-005)
1133.383 .... 4085 packets received, 7385 bps, 92.31%, Err 91 (1.0e-005)
1135.500 .... 4093 packets received, 7385 bps, 92.31%, Err 91 (1.0e-005)
1137.607 .... 4101 packets received, 7386 bps, 92.32%, Err 91 (1.0e-005)
1139.735 .... 4109 packets received, 7386 bps, 92.33%, Err 91 (1.0e-005)
1142.884 .... 4117 packets received, 7380 bps, 92.26%, Err 92 (1.0e-005)
1144.999 .... 4128 packets received, 7387 bps, 92.33%, Err 92 (1.0e-005)
1147.118 .... 4136 packets received, 7387 bps, 92.34%, Err 92 (1.0e-005)
1149.237 .... 4144 packets received, 7388 bps, 92.35%, Err 92 (1.0e-005)
1151.349 .... 4152 packets received, 7388 bps, 92.36%, Err 92 (1.0e-005)
1153.445 .... 4160 packets received, 7389 bps, 92.37%, Err 92 (1.0e-005)
1155.560 .... 4168 packets received, 7390 bps, 92.37%, Err 92 (1.0e-005)
1157.676 .... 4176 packets received, 7391 bps, 92.38%, Err 92 (9.9e-006)
1160.584 .... 4183 packets received, 7384 bps, 92.30%, Err 93 (1.0e-005)
1162.699 .... 4194 packets received, 7390 bps, 92.38%, Err 93 (1.0e-005)
1165.867 .... 4202 packets received, 7384 bps, 92.30%, Err 94 (1.0e-005)
1167.966 .... 4213 packets received, 7390 bps, 92.38%, Err 94 (1.0e-005)
1170.071 .... 4217 packets received, 7384 bps, 92.30%, Err 95 (1.0e-005)
1172.190 .... 4228 packets received, 7390 bps, 92.37%, Err 95 (1.0e-005)
1174.305 .... 4236 packets received, 7391 bps, 92.38%, Err 95 (1.0e-005)
1176.421 .... 4244 packets received, 7391 bps, 92.39%, Err 95 (1.0e-005)
1180.380 .... 4250 packets received, 7377 bps, 92.21%, Err 98 (1.0e-005)
1183.024 .... 4253 packets received, 7365 bps, 92.07%, Err 98 (1.0e-005)
1185.122 .... 4269 packets received, 7380 bps, 92.25%, Err 98 (1.0e-005)
1187.240 .... 4275 packets received, 7377 bps, 92.22%, Err 98 (1.0e-005)
1189.370 .... 4281 packets received, 7374 bps, 92.18%, Err 98 (1.0e-005)
1191.465 .... 4287 packets received, 7372 bps, 92.15%, Err 98 (1.0e-005)
1194.372 .... 4292 packets received, 7362 bps, 92.03%, Err 99 (1.0e-005)
1196.486 .... 4302 packets received, 7366 bps, 92.08%, Err 99 (1.0e-005)
1198.585 .... 4310 packets received, 7367 bps, 92.09%, Err 99 (1.0e-005)
1200.708 .... 4318 packets received, 7368 bps, 92.10%, Err 99 (1.0e-005)
1202.806 .... 4326 packets received, 7369 bps, 92.11%, Err 100 (1.0e-005)
1204.932 .... 4333 packets received, 7368 bps, 92.09%, Err 100 (1.0e-005)
1207.038 .... 4341 packets received, 7368 bps, 92.10%, Err 100 (1.0e-005)
1209.158 .... 4348 packets received, 7367 bps, 92.09%, Err 101 (1.0e-005)
1211.266 .... 4356 packets received, 7368 bps, 92.10%, Err 101 (1.0e-005)
1213.388 .... 4364 packets received, 7369 bps, 92.11%, Err 101 (1.0e-005)
1215.504 .... 4372 packets received, 7369 bps, 92.11%, Err 101 (1.0e-005)
1217.606 .... 4380 packets received, 7370 bps, 92.12%, Err 101 (1.0e-005)
1219.724 .... 4388 packets received, 7371 bps, 92.13%, Err 101 (1.0e-005)
1222.874 .... 4396 packets received, 7365 bps, 92.06%, Err 102 (1.0e-005)
1224.991 .... 4407 packets received, 7371 bps, 92.13%, Err 102 (1.0e-005)
1227.100 .... 4415 packets received, 7371 bps, 92.14%, Err 102 (1.0e-005)
1229.243 .... 4423 packets received, 7372 bps, 92.15%, Err 102 (1.0e-005)
1231.327 .... 4431 packets received, 7373 bps, 92.16%, Err 102 (1.0e-005)
1233.446 .... 4438 packets received, 7372 bps, 92.14%, Err 103 (1.0e-005)
1235.557 .... 4446 packets received, 7372 bps, 92.15%, Err 103 (1.0e-005)
1237.678 .... 4454 packets received, 7373 bps, 92.16%, Err 103 (1.0e-005)
1239.790 .... 4462 packets received, 7373 bps, 92.17%, Err 103 (1.0e-005)
1241.898 .... 4470 packets received, 7374 bps, 92.18%, Err 103 (1.0e-005)
1244.008 .... 4478 packets received, 7375 bps, 92.19%, Err 103 (1.0e-005)
1246.124 .... 4486 packets received, 7375 bps, 92.19%, Err 103 (1.0e-005)
1248.227 .... 4494 packets received, 7376 bps, 92.20%, Err 103 (1.0e-005)
1250.606 .... 4499 packets received, 7370 bps, 92.13%, Err 104 (1.0e-005)
1252.726 .... 4510 packets received, 7376 bps, 92.20%, Err 104 (1.0e-005)
1254.843 .... 4514 packets received, 7370 bps, 92.12%, Err 105 (1.0e-005)
1256.962 .... 4524 packets received, 7374 bps, 92.17%, Err 107 (1.1e-005)
1259.054 .... 4532 packets received, 7375 bps, 92.18%, Err 107 (1.1e-005)
1261.200 .... 4540 packets received, 7375 bps, 92.19%, Err 107 (1.1e-005)
1263.295 .... 4548 packets received, 7376 bps, 92.20%, Err 107 (1.1e-005)
1265.399 .... 4556 packets received, 7376 bps, 92.20%, Err 107 (1.1e-005)
1267.503 .... 4564 packets received, 7377 bps, 92.21%, Err 107 (1.1e-005)
1269.636 .... 4572 packets received, 7378 bps, 92.22%, Err 107 (1.1e-005)
1271.760 .... 4580 packets received, 7378 bps, 92.23%, Err 107 (1.1e-005)
1273.866 .... 4588 packets received, 7379 bps, 92.24%, Err 107 (1.1e-005)
1275.979 .... 4596 packets received, 7379 bps, 92.24%, Err 107 (1.0e-005)
1278.112 .... 4604 packets received, 7380 bps, 92.25%, Err 107 (1.0e-005)
1280.199 .... 4608 packets received, 7374 bps, 92.18%, Err 108 (1.1e-005)
1282.329 .... 4619 packets received, 7380 bps, 92.25%, Err 108 (1.1e-005)
1284.428 .... 4627 packets received, 7380 bps, 92.25%, Err 108 (1.1e-005)
1286.554 .... 4635 packets received, 7381 bps, 92.26%, Err 108 (1.0e-005)
1288.666 .... 4643 packets received, 7381 bps, 92.27%, Err 108 (1.0e-005)
1290.773 .... 4651 packets received, 7382 bps, 92.28%, Err 108 (1.0e-005)
1292.872 .... 4659 packets received, 7383 bps, 92.29%, Err 108 (1.0e-005)
1295.012 .... 4667 packets received, 7383 bps, 92.29%, Err 109 (1.1e-005)
1297.116 .... 4675 packets received, 7384 bps, 92.30%, Err 109 (1.1e-005)
1299.217 .... 4683 packets received, 7385 bps, 92.31%, Err 109 (1.0e-005)
1301.352 .... 4691 packets received, 7385 bps, 92.31%, Err 109 (1.0e-005)
1303.435 .... 4699 packets received, 7386 bps, 92.32%, Err 109 (1.0e-005)
1305.560 .... 4707 packets received, 7386 bps, 92.33%, Err 109 (1.0e-005)
1308.205 .... 4713 packets received, 7381 bps, 92.26%, Err 110 (1.1e-005)
1310.316 .... 4724 packets received, 7386 bps, 92.33%, Err 110 (1.0e-005)
1312.418 .... 4732 packets received, 7387 bps, 92.33%, Err 110 (1.0e-005)
1314.544 .... 4740 packets received, 7387 bps, 92.34%, Err 110 (1.0e-005)
1316.643 .... 4748 packets received, 7388 bps, 92.35%, Err 110 (1.0e-005)
1318.753 .... 4756 packets received, 7389 bps, 92.36%, Err 110 (1.0e-005)
1320.877 .... 4764 packets received, 7389 bps, 92.36%, Err 110 (1.0e-005)
1322.982 .... 4772 packets received, 7390 bps, 92.37%, Err 110 (1.0e-005)
1325.097 .... 4780 packets received, 7390 bps, 92.38%, Err 110 (1.0e-005)
1327.198 .... 4788 packets received, 7391 bps, 92.39%, Err 110 (1.0e-005)
1329.332 .... 4796 packets received, 7391 bps, 92.39%, Err 110 (1.0e-005)
1331.431 .... 4804 packets received, 7392 bps, 92.40%, Err 110 (1.0e-005)
1333.542 .... 4812 packets received, 7393 bps, 92.41%, Err 110 (1.0e-005)
1335.663 .... 4820 packets received, 7393 bps, 92.41%, Err 110 (1.0e-005)
1337.772 .... 4827 packets received, 7392 bps, 92.40%, Err 111 (1.0e-005)
1339.873 .... 4835 packets received, 7393 bps, 92.41%, Err 111 (1.0e-005)
1342.005 .... 4843 packets received, 7393 bps, 92.42%, Err 111 (1.0e-005)
1344.107 .... 4851 packets received, 7394 bps, 92.42%, Err 111 (1.0e-005)
1346.224 .... 4859 packets received, 7394 bps, 92.43%, Err 111 (1.0e-005)
1348.340 .... 4867 packets received, 7395 bps, 92.44%, Err 111 (1.0e-005)
1350.446 .... 4875 packets received, 7396 bps, 92.45%, Err 111 (1.0e-005)
1352.559 .... 4883 packets received, 7396 bps, 92.45%, Err 111 (1.0e-005)
1354.662 .... 4891 packets received, 7397 bps, 92.46%, Err 111 (1.0e-005)
1356.779 .... 4895 packets received, 7391 bps, 92.39%, Err 112 (1.0e-005)
1358.883 .... 4906 packets received, 7396 bps, 92.46%, Err 112 (1.0e-005)
1361.001 .... 4914 packets received, 7397 bps, 92.46%, Err 112 (1.0e-005)
1363.103 .... 4922 packets received, 7398 bps, 92.47%, Err 112 (1.0e-005)
1365.229 .... 4930 packets received, 7398 bps, 92.48%, Err 112 (1.0e-005)
1367.332 .... 4938 packets received, 7399 bps, 92.48%, Err 112 (1.0e-005)
1369.456 .... 4946 packets received, 7399 bps, 92.49%, Err 112 (1.0e-005)
1371.560 .... 4954 packets received, 7400 bps, 92.50%, Err 112 (1.0e-005)
1373.663 .... 4962 packets received, 7400 bps, 92.50%, Err 112 (1.0e-005)
1375.795 .... 4970 packets received, 7401 bps, 92.51%, Err 112 (1.0e-005)
1377.905 .... 4978 packets received, 7401 bps, 92.52%, Err 112 (1.0e-005)
1380.009 .... 4986 packets received, 7402 bps, 92.52%, Err 112 (1.0e-005)
1382.117 .... 4994 packets received, 7402 bps, 92.53%, Err 112 (1.0e-005)
1384.242 .... 5002 packets received, 7403 bps, 92.54%, Err 112 (1.0e-005)
1386.350 .... 5010 packets received, 7404 bps, 92.54%, Err 112 (1.0e-005)
1388.463 .... 5018 packets received, 7404 bps, 92.55%, Err 112 (1.0e-005)
1390.561 .... 5026 packets received, 7405 bps, 92.56%, Err 112 (1.0e-005)
1392.680 .... 5034 packets received, 7405 bps, 92.56%, Err 112 (1.0e-005)
1394.800 .... 5042 packets received, 7406 bps, 92.57%, Err 112 (1.0e-005)
1396.914 .... 5050 packets received, 7406 bps, 92.58%, Err 112 (1.0e-005)
1399.012 .... 5058 packets received, 7407 bps, 92.58%, Err 112 (1.0e-005)
1401.138 .... 5066 packets received, 7407 bps, 92.59%, Err 112 (1.0e-005)
1403.250 .... 5074 packets received, 7408 bps, 92.60%, Err 112 (1.0e-005)
1405.365 .... 5082 packets received, 7408 bps, 92.60%, Err 112 (1.0e-005)
1407.476 .... 5089 packets received, 7407 bps, 92.59%, Err 113 (1.0e-005)
1409.569 .... 5097 packets received, 7408 bps, 92.60%, Err 113 (1.0e-005)
1411.679 .... 5105 packets received, 7409 bps, 92.61%, Err 113 (1.0e-005)
1415.622 ** WARNING: System too busy, sleep 15 ms, but be awakened 157 ms later
1418.708 ** WARNING: System too busy, sleep 15 ms, but be awakened 105 ms later
1419.125 .... 5112 packets received, 7380 bps, 92.25%, Err 115 (1.0e-005)
1421.210 .... 5130 packets received, 7395 bps, 92.44%, Err 115 (1.0e-005)
1422.760 ** WARNING: System too busy, sleep 15 ms, but be awakened 74 ms later
1423.330 .... 5138 packets received, 7395 bps, 92.44%, Err 115 (1.0e-005)
1425.436 .... 5146 packets received, 7396 bps, 92.45%, Err 115 (1.0e-005)
1427.545 .... 5154 packets received, 7396 bps, 92.46%, Err 115 (1.0e-005)
1429.662 .... 5162 packets received, 7397 bps, 92.46%, Err 115 (1.0e-005)
1431.768 .... 5170 packets received, 7398 bps, 92.47%, Err 115 (1.0e-005)
1433.884 .... 5178 packets received, 7398 bps, 92.48%, Err 115 (1.0e-005)
1435.995 .... 5186 packets received, 7399 bps, 92.48%, Err 115 (1.0e-005)
1438.098 .... 5194 packets received, 7399 bps, 92.49%, Err 115 (1.0e-005)
1440.215 .... 5202 packets received, 7400 bps, 92.50%, Err 116 (1.0e-005)
1442.337 .... 5209 packets received, 7399 bps, 92.48%, Err 116 (1.0e-005)
